record,uuid,start_date,date,status,hCountry,dTrack,LOIM,xpanelPartner,QualityScore_TOTAL,QC_FLAGSr1,S0,S1,S2r1,S2r2,S2r3,S2r4,S2r5,S2r6,S2r7,S2r8,S2r99,S3,S4r1,S4r2,S4r3,S4r4,S4r99,S5r1,S5r2,S5r3,S5r4,S5r99,S5r98,S6,S6r97oe,S7r1,S7r2,S7r3,S7r4,S7r5,S7r6,S7r7,S7r8,S7r9,S7r10,S7r97,S7r98,S7r97oe,S8,S9r1,S9r2,S9r3,S9r4,S9r5,S9r6,S9r7,S9r8,S9r9,S9r10,S9r99,hS9CountSwitchers,TimeSection_Screener,Q1,Q2,Q3r1,Q3r2,Q3r3,Q3r4,Q3r5,Q3r6,Q3r7,Flag_Q3_SL,Q4,Q5r1,Q6r1,Q6r2,Q6r3,Q6r4,Q6r5,Q6r6,Q6r7,Flag_Q6,Flag_Q6_SL,Q7r1,Q7r2,Q7r3,Q7r4,Q7r5,Flag_Q7_SL,Q8,Q9,hACUVUE,hBAUSCH,TimeSection_Section_A
5578,crre5r0c0m3skckf,9/4/2025 11:00,9/4/2025 11:06,3,2,0,6.53,5,75.423203197700000,1,1,2,0,0,0,0,0,0,0,0,1,35,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,0,0,0,0,0,1,0,3.02,14,2,2,2,2,3,2,1,2,0,2,"Honestly, it has got more to do with how comfortable they are for several hours wearing them, even when i am running around the park with my kids or just staring at my phone for long. They do not dry out and they make my vision clear.",2,2,2,2,5,2,1,0,0,1,1,1,1,1,1,2,2,1,0,3.51
5602,1jxhrqkxrk4yqauu,9/4/2025 11:25,9/4/2025 11:30,3,2,0,5.50,3,77.806445500600000,0,1,1,0,0,0,0,0,0,0,0,1,54,1,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,0,0,0,0,0,1,0,1.69,15,2,2,2,2,3,3,2,2,0,2,They're very comfortable to wear all day and don't try out my eyes,3,1,2,2,5,2,2,0,0,1,2,1,1,1,0,4,2,1,0,3.80
5650,w0wvu4yttcmudwnj,9/4/2025 14:17,9/4/2025 14:22,3,2,0,5.03,3,64.553252068800000,0,1,1,0,0,0,0,0,0,0,0,1,38,1,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,1.81,9,1,1,2,2,2,2,1,1,0,1,"They are so comfortable, and I can wear them for 10 hours without drying out",1,1,1,1,5,3,2,0,0,2,1,1,1,1,0,1,1,1,0,3.21
5884,x323vatsh9y9zxuq,9/4/2025 17:31,9/4/2025 17:39,3,2,0,7.22,7,72.018171421400000,0,1,2,0,0,0,0,0,0,0,0,1,48,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,2.04,16,2,2,2,2,1,3,2,3,0,2,No itchiness or dryness to speak of. They are very good.,2,1,2,1,5,2,2,0,0,1,2,1,2,1,0,2,1,0,1,5.17
5992,m5dydv50t9gxuecy,9/4/2025 19:21,9/4/2025 19:32,3,2,0,10.48,2,59.432172041000000,0,1,2,0,0,0,0,0,0,0,0,1,53,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,1,0,0,1,0,1,6.84,14,2,1,2,1,1,2,2,1,0,1,Because they're the most comfortable that I've ever tried compared to others my eyes do not become itchy gritty after a long day they remain comfortable and they also provide great vision while wearing.,1,1,1,1,5,3,1,0,0,1,2,1,1,1,0,1,1,1,0,3.62
6001,dparc0pe1b2hed21,9/4/2025 19:51,9/4/2025 19:58,3,2,0,6.45,2,42.329755362600000,0,1,2,0,0,0,0,0,0,0,0,1,35,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,1.42,9,2,1,1,2,2,2,1,2,0,2,They feel comfortable all day long without irritation.,2,1,2,2,5,1,1,0,0,2,2,1,1,1,0,1,2,0,1,4.95
6002,t5frupppcvvcn27d,9/4/2025 19:51,9/4/2025 19:58,3,2,0,6.60,2,53.737641779700000,0,1,1,0,0,0,0,0,0,0,0,1,35,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,1.42,11,1,3,1,2,1,2,2,1,0,1,The lenses keep my eyes hydrated and moist even in dry environments.,1,1,1,2,5,1,1,0,0,1,2,1,1,2,0,1,2,0,1,5.08
6009,8rz1b3daafnfmat0,9/4/2025 20:04,9/4/2025 20:12,3,2,0,6.32,2,41.622693628400000,0,1,2,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,1.69,8,3,1,1,2,1,1,1,1,0,2,The lenses are easy to insert and remove.,1,1,2,1,5,2,2,0,0,2,1,1,2,1,0,1,1,0,1,4.60
6012,y3gkcuer4xyuj8yh,9/4/2025 20:17,9/4/2025 20:25,3,2,0,6.77,2,42.604246030200000,0,1,2,0,0,0,0,0,0,0,0,1,32,0,1,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,1,1,0,0,0,,0,0,2.08,10,2,3,2,1,1,2,1,1,0,1,No more dryness or irritation in my eye all day perfect for my long work hours,1,1,1,1,5,2,2,0,0,2,2,1,1,1,0,1,3,0,1,4.64
6013,ug71zt0ybzv2m10n,9/4/2025 20:17,9/4/2025 20:26,3,2,0,8.27,2,22.805700755000000,0,1,2,0,0,0,0,0,0,0,0,1,35,0,1,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,0,0,1,1,,0,0,1.88,9,2,1,1,1,2,3,1,2,0,2,Insertion is incredibly easy every morning they do not stick or fold on my finger,1,1,2,3,5,2,1,0,0,1,2,1,1,1,0,2,1,0,1,6.35
6014,jnfjdthp7ad0ysub,9/4/2025 20:17,9/4/2025 20:28,3,2,0,9.98,2,48.005359355800000,0,1,1,0,0,0,0,0,0,0,0,1,26,0,1,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,0,0,1,1,0,0,,0,0,1.82,11,1,1,2,1,1,1,2,3,0,1,They are ideal for my active lifestyle from gym workouts to weekend hikes,2,2,1,1,5,2,3,0,0,2,2,1,1,1,0,2,1,0,1,8.11
6015,wp9jrwwgt91qr76d,9/4/2025 20:18,9/4/2025 20:30,3,2,0,6.80,2,24.744613771200000,0,1,1,0,0,0,0,0,0,0,0,1,32,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,2.34,10,2,3,2,1,2,1,2,3,0,2,I like the convenience of travel with daily disposables.,1,1,1,3,5,1,2,0,0,1,2,1,1,1,0,2,1,0,1,4.42
6016,wevs56kzm6tp6502,9/4/2025 20:18,9/4/2025 20:26,3,2,0,7.43,2,47.278776225600000,0,1,2,0,0,0,0,0,0,0,0,1,31,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,2.34,8,2,2,3,1,2,2,1,1,0,1,My eyes feel lees dry in air conditioned rooms.,2,1,2,1,5,2,1,0,0,2,1,2,2,1,0,2,2,0,1,5.06
6017,frrhn7cmk7w4m2df,9/4/2025 20:18,9/4/2025 20:27,3,2,0,7.55,2,29.110562461700000,0,1,1,0,0,0,0,0,0,0,0,1,28,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,2.35,9,1,3,1,2,2,1,3,1,0,1,The lenses keep my eyes looking bright and professional settings.,1,1,2,1,5,2,1,0,0,1,1,1,2,1,0,2,2,0,1,5.18
6018,u1n8a9mhjzxgvb6r,9/4/2025 20:19,9/4/2025 20:27,3,2,0,7.12,2,28.672487678600000,0,1,2,0,0,0,0,0,0,0,0,1,36,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,1.94,11,1,2,2,1,2,1,1,2,0,1,I notice fewer headaches and eye strain compared to before.,2,1,1,1,5,2,1,0,0,1,1,1,2,1,0,1,1,0,1,5.14
6022,9sp4sp8v5j1jg9jf,9/4/2025 20:32,9/4/2025 20:38,3,2,0,5.05,2,49.675607821100000,0,1,2,0,0,0,0,0,0,0,0,1,36,0,1,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,1,0,1,0,0,0,,0,0,1.26,9,1,1,1,2,2,1,2,1,0,2,They just feel like a part of me not a medical device i have to constantly manage,1,2,3,1,5,1,1,0,0,1,2,1,1,1,0,1,2,0,1,3.74
6023,a5arrb4qh2zbavxj,9/4/2025 20:36,9/4/2025 20:46,3,2,0,9.12,2,24.707550087700000,0,1,2,0,0,0,0,0,0,0,0,1,32,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,3.53,12,2,2,2,1,2,2,1,1,0,2,They make my eyes feel naturally hydrated not artificially wet.,1,3,2,1,5,1,2,0,0,1,1,2,1,1,0,2,1,0,1,5.54
6026,q5c86s120gzd1qn3,9/4/2025 20:36,9/4/2025 20:46,3,2,0,9.08,2,29.285932269600000,0,1,1,0,0,0,0,0,0,0,0,1,34,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,3.45,11,1,2,1,1,2,2,1,2,0,1,I like that they designed with eye health in my mind not just vision.,1,2,1,1,5,2,3,0,0,1,1,2,1,1,0,1,3,0,1,5.61
6030,anuy0g08f9e3vg2j,9/4/2025 20:42,9/4/2025 20:49,3,2,0,5.78,2,60.200038997800000,0,1,2,0,0,0,0,0,0,0,0,1,28,0,1,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,1,1,0,0,0,0,0,,0,0,1.30,9,1,2,1,1,1,2,3,1,0,1,They make driving through a tunnel and back into bright sunlight less jarring,1,1,2,2,5,1,1,0,0,1,1,1,1,2,0,1,2,0,1,4.42
6031,14kdnft0atwpfxwu,9/4/2025 20:42,9/4/2025 20:49,3,2,0,6.13,2,46.667389258900000,0,1,2,0,0,0,0,0,0,0,0,1,38,0,1,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,0,0,1,1,0,0,,0,0,1.32,12,1,1,2,1,3,2,1,1,0,2,I can wear them for my video calls without that dry glassy eyed look on camera,1,1,1,1,5,2,3,0,0,1,1,2,1,1,0,2,1,0,1,4.74
6032,9czw4ey7d8t9us48,9/4/2025 20:42,9/4/2025 20:49,3,2,0,5.98,2,40.428896003700000,0,1,1,0,0,0,0,0,0,0,0,1,33,0,1,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,1,0,1,0,0,0,0,,0,0,1.20,10,2,1,1,2,2,1,3,1,0,1,I can hop in the pool for a quick dip and not feel immediate discomfort afterward,1,1,1,3,5,2,1,0,0,1,1,2,1,1,0,1,2,0,1,4.74
6038,xa7gh863m44u3zrn,9/4/2025 20:52,9/4/2025 20:59,3,2,0,6.12,2,41.356665704300000,0,1,2,0,0,0,0,0,0,0,0,1,29,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,0.92,11,1,2,2,2,1,1,3,1,0,2,I don't get that gritty or sandy feeling that i used to with other brans.,1,3,2,2,5,1,1,0,0,1,2,1,1,1,0,2,2,0,1,5.16
6045,0qdg8exabzyy3wcm,9/4/2025 21:06,9/4/2025 21:23,3,2,0,15.28,7,79.758754689600000,0,1,4,0,0,0,0,0,0,0,0,1,55,0,0,1,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,1,0,0,0,1,0,1,7.37,6,2,1,2,2,3,2,2,3,0,2,"I love how thin and breathable they feel on my eyes. The high oxygen flow keeps my corneas healthy and prevents that tired, gritty feeling I got with other brands.",1,3,2,1,5,3,2,0,0,1,1,1,1,2,0,1,2,1,0,7.89
6106,ctyy11ff7s5c05zr,9/4/2025 22:46,9/4/2025 22:54,3,2,0,7.40,7,40.480098065000000,0,1,4,0,0,0,0,0,0,0,0,1,52,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,0,1,0,1,0,1,3.92,8,2,2,2,1,3,2,2,3,0,2,"The vision correction is consistently sharp and stable. Whether I'm reading screens or driving at night, these lenses provide crisp focus without any fluctuations.",1,3,2,2,5,1,2,0,0,1,2,1,1,2,0,2,1,1,0,3.44
6107,knh23xdrzbpc2307,9/4/2025 22:46,9/4/2025 23:03,3,2,0,14.20,7,55.732568062300000,0,1,4,0,0,0,0,0,0,0,0,1,53,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,1,0,1,6.26,10,2,2,1,1,2,2,2,2,0,1,"They're exceptionally easy to handle during insertion. The slightly blue tint makes them visible against any surface, which is perfect for someone with less steady hands.",2,2,1,3,5,3,2,0,0,1,2,1,2,1,0,2,2,1,0,7.92
6130,uv8fy7b8kjjc8rju,9/4/2025 23:16,9/4/2025 23:40,3,2,0,13.12,7,63.556092567000000,0,1,2,0,0,0,0,0,0,0,0,1,61,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,1,0,0,0,0,0,1,0,1,7.00,14,2,3,1,2,3,2,2,2,0,2,They provide excellent comfort for astigmatism correction. The stable rotation keeps my vision consistently sharp without the occasional blurring I experienced before.,2,1,3,2,5,2,4,0,0,2,1,2,1,1,0,3,2,1,0,6.10
6131,ezuj2fw34eyc9wu2,9/4/2025 23:16,9/4/2025 23:29,3,2,0,11.70,7,25.600330844300000,0,1,2,0,0,0,0,0,0,0,0,1,46,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,0,0,0,1,1,0,1,7.17,14,2,3,1,2,3,2,2,3,0,2,"These lenses resist protein buildup remarkably well. Even after a long day, they stay clear and don't develop that cloudy film that reduces visual acuity.",1,2,2,3,5,3,3,0,0,1,1,2,2,1,0,2,1,1,0,4.51
6132,pfe9kvn5gxzfua3e,9/4/2025 23:17,9/4/2025 23:29,3,2,0,10.98,7,27.576772201000000,0,1,2,0,0,0,0,0,0,0,0,1,22,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,1,0,1,0,0,0,0,0,7.57,8,3,2,2,4,4,4,3,2,0,1,"I'm really satisfied with these lenses because they stay comfortable all day, even after hours of screen time. My eyes never feel dry or tired, which is awesome for my busy schedule.",2,3,2,3,5,1,2,0,0,2,2,2,2,1,0,1,1,1,0,3.40
6133,10yqvs96ftqcbwgy,9/4/2025 23:17,9/4/2025 23:34,3,2,0,15.82,7,29.292755675600000,0,1,1,0,0,0,0,0,0,0,0,1,38,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,1,0,0,0,0,0,13.14,7,4,3,2,2,1,3,2,2,0,1,"The vision clarity is just perfect—no blurriness or adjustments needed. I forget I'm even wearing them, which makes my day so much easier.",2,3,2,2,5,3,2,0,0,1,2,2,2,1,0,2,1,1,0,2.66
6134,pph75nq9725rzypr,9/4/2025 23:17,9/4/2025 23:37,3,2,0,19.43,7,26.246496754000000,0,1,2,0,0,0,0,0,0,0,0,1,19,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,1,0,0,0,0,0,17.50,7,3,1,2,3,3,3,3,1,0,1,"They’re super easy to put in and remove, and I’ve had zero irritation. Plus, the daily disposable style keeps things fresh and low-maintenance.",1,2,2,2,5,3,2,0,0,2,2,2,1,1,0,2,1,1,0,1.91
6136,zcb3exp7rhczccy5,9/4/2025 23:21,9/4/2025 23:40,3,2,0,18.37,7,38.385203649800000,0,1,1,0,0,0,0,0,0,0,0,1,44,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,1,0,0,0,0,0,16.97,6,2,1,2,1,2,2,2,3,0,1,"As someone who's always on the go, these lenses don’t slip or move around. They handle long days without any hassle, which I totally appreciate.",2,1,2,2,5,3,1,0,0,2,2,1,1,1,0,2,1,1,0,1.38
6139,6vm81pz9j9w0sc5y,9/4/2025 23:31,9/5/2025 0:11,3,2,0,37.97,7,39.429640442000000,0,1,2,0,0,0,0,0,0,0,0,1,23,1,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,1,1,0,0,0,0,33.81,6,4,1,2,2,2,2,2,2,0,1,Perfect for gym sessions. They don't shift during weightlifting like my old monthly lenses did.,2,1,1,2,5,2,4,0,0,1,2,1,1,1,0,1,1,1,0,4.13
6145,1j7s0sk8s0ptyh8f,9/4/2025 23:39,9/4/2025 23:56,3,2,0,15.08,7,44.479357540200000,0,1,2,0,0,0,0,0,0,0,0,1,22,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,5,0,,0,0,0,1,0,0,0,0,0,0,4.42,12,2,2,1,2,2,1,2,3,0,1,"The balanced design prevents lens rotation issues. They stay perfectly positioned all day, providing stable vision without any unexpected blurring moments.",2,4,2,2,5,4,3,0,0,1,1,2,2,1,0,2,1,1,0,10.65
6147,8mmfn1r9cct0yqek,9/4/2025 23:40,9/4/2025 23:50,3,2,0,8.17,7,51.703452619300000,0,1,2,0,0,0,0,0,0,0,0,1,35,1,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,1,1,0,0,0,0,2.49,6,4,2,2,1,2,2,1,1,0,1,They stay moist for 14 hours straight. My eyes don't get dry even during long flights.,2,2,2,1,5,1,4,0,0,1,2,1,1,1,0,1,1,1,0,5.64
6159,rvbpy14jkqgsst98,9/5/2025 0:08,9/5/2025 0:24,3,2,0,14.15,7,67.235749053700000,1,1,2,0,0,0,0,0,0,0,0,1,52,1,1,1,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,1,0,0,0,0,10.34,8,2,1,1,2,2,2,1,3,0,2,"The lenses are very thin and soft, making them almost unnoticeable when I'm wearing them, which I really like.",2,1,2,2,5,2,3,0,0,1,1,1,1,1,1,2,2,1,0,3.79
6168,u48bve1ydyb4m4d8,9/5/2025 1:42,9/5/2025 1:53,3,2,0,9.37,7,54.550112570600000,0,1,2,0,0,0,0,0,0,0,0,1,37,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,1,0,0,0,1,0,0,0,3.96,9,2,3,1,3,3,2,2,2,0,2,"They provide consistent comfort in dry climates. Even during winter in heated buildings, these lenses don't dry out like others I've tried previously.",2,2,3,2,5,2,2,0,0,1,2,1,2,1,0,2,2,1,0,5.38
6291,7aaw6mr9ufwgk37g,9/5/2025 12:23,9/5/2025 12:29,3,2,0,3.05,2,62.457137144100000,0,1,2,0,0,0,0,0,0,0,0,1,47,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,1.69,7,2,2,1,2,2,2,1,2,0,2,they feel extremly comfortable throughout the entire day,2,2,2,2,5,2,1,0,0,1,1,1,2,1,0,2,2,1,0,1.33
6294,dmrvar539n6mgxsx,9/5/2025 12:26,9/5/2025 12:43,3,2,0,15.58,2,56.460186375600000,1,1,2,0,0,0,0,0,0,0,0,1,43,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,9.07,8,2,2,1,2,2,1,1,3,0,1,"Convenient and hygienic option, daily disposable, no cleaning or storage needed and easy to put on",2,2,2,3,5,1,1,0,0,1,1,1,1,1,1,1,1,1,0,6.47
6295,19ewzhs538n2fq80,9/5/2025 12:27,9/5/2025 12:39,3,2,0,10.83,2,61.913288121900000,0,1,2,0,0,0,0,0,0,0,0,1,47,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,9.17,7,2,1,2,2,2,1,1,2,0,2,my eye don't feel dry even after long hours of wear,2,1,1,2,5,1,2,0,0,2,1,1,1,1,0,2,2,1,0,1.62
6297,ys8d8f31wqfsz5sn,9/5/2025 12:28,9/5/2025 12:37,3,2,0,7.92,2,63.367418748700000,0,1,2,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,2.97,11,1,2,3,1,2,2,1,2,0,1,Vision sharpness is great in this product.,2,3,1,2,5,1,2,0,0,2,1,1,2,1,0,1,2,1,0,4.90
6300,wpqk77dqu2npw9s2,9/5/2025 12:34,9/5/2025 12:43,3,2,0,8.03,2,55.905713105900000,0,1,2,0,0,0,0,0,0,0,0,1,44,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,5.51,8,1,1,2,2,1,2,2,2,0,2,they provide clear and consistent vision without blurriness,1,2,1,2,5,1,2,0,0,1,2,1,1,1,0,2,2,1,0,2.48
6301,u5znxpmhf6bsgdzs,9/5/2025 12:35,9/5/2025 12:43,3,2,0,7.57,2,48.408161574000000,0,1,1,0,0,0,0,0,0,0,0,1,47,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,4.97,8,2,1,1,2,1,2,2,1,0,1,very convenient to use as daily disposables—no cleaning required,2,1,1,2,5,2,1,0,0,1,1,1,2,1,0,2,2,1,0,2.54
6303,c6ssqqjjvcw38g3t,9/5/2025 12:36,9/5/2025 12:43,3,2,0,6.92,2,49.895712551300000,0,1,1,0,0,0,0,0,0,0,0,1,46,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,4.34,7,1,1,2,2,1,1,2,2,0,1,easy to put in and take out compared to other lenses I’ve tried,1,2,2,1,5,2,1,0,0,1,1,1,2,2,0,1,1,1,0,2.52
6304,f8hdbgn76rawgdbj,9/5/2025 12:36,9/5/2025 12:41,3,2,0,4.00,2,64.004758442200000,0,1,2,0,0,0,0,0,0,0,0,1,41,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,1.15,8,1,1,1,2,1,1,2,1,0,1,These lenses move naturally with my eyes and eyes looks natural.,1,1,2,2,5,3,1,0,0,2,1,1,2,1,0,1,1,1,0,2.79
